Person_id,Family_Number,Person_Number,Gender,Age,Nationality_Type,Trips_Done,Occupation_Status,License_Type
2000606,20006,6,Male,1,Saudi,child under one year old,Child not at nursery,No License
2316901,23169,1,Male,35,Saudi,Yes,Full Time Employed,Car Only
2316902,23169,2,Female,34,Saudi,Yes,Unemployed,No License
2316903,23169,3,Female,9,Saudi,Yes,Student - Elementary School,No License
2316904,23169,4,Female,5,Saudi,no,Child not at nursery,No License
2438101,24381,1,Male,37,Saudi,Yes,Full Time Employed,Car Only
2438102,24381,2,Female,38,Saudi,housewife,Unemployed,No License
2438103,24381,3,Male,16,Saudi,Yes,Student - Secondary School,No License
2438104,24381,4,Male,4,Saudi,child not in foster care,Child not at nursery,No License
2434301,24343,1,Male,27,Saudi,Yes,Full Time Employed,Car Only
2434302,24343,2,Female,25,Saudi,nothing,House Person,No License
2059201,20592,1,Male,25,Non-Saudi Arab,Yes,Full Time Employed,No License
2029301,20293,1,Male,66,Saudi,Yes,Retired,Car Only
2029302,20293,2,Female,50,Saudi,Yes,Unemployed,No License
2029303,20293,3,Female,27,Saudi,Yes,Full Time Employed,Car Only
2029304,20293,4,Female,26,Saudi,Yes,Full Time Employed,Car Only
2029305,20293,5,Female,19,Saudi,Yes,Student - University: Full-Time (does not work),No License
2438201,24382,1,Male,67,Saudi,Yes,Retired,Car Only
2438202,24382,2,Female,55,Saudi,housewife,Unemployed,No License
2438203,24382,3,Female,20,Saudi,Yes,Disabled / Sick,No License
2041101,20411,1,Female,28,Saudi,Yes,Part Time Work (<5 hours a day),Car Only
2041102,20411,2,Male,35,Saudi,Yes,Full Time Employed,Car Only
2041103,20411,3,Female,7,Saudi,Yes,Student - Elementary School,No License
2041104,20411,4,Female,1,Saudi,1 year old,Child not at nursery,No License
2041001,20410,1,Male,34-44,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2041002,20410,2,Female,25-34,Saudi,housewife,Unemployed,No License
2041003,20410,3,Male,2,Non-Saudi Arab,with Mother,Child not at nursery,No License
2215801,22158,1,Male,60,Saudi,Yes,Retired,Car Only
2215802,22158,2,Female,58,Saudi,do not want,House Person,No License
2215803,22158,3,Female,22,Saudi,Yes,Student - University: Full-Time (does not work),Car Only
2215804,22158,4,Male,28,Saudi,Yes,Full Time Employed,Car Only
2097601,20976,1,Male,49,Non-Saudi Non-Arab,Yes,Unemployed,Car Only
2097602,20976,2,Female,49,Saudi,Yes,House Person,No License
2097603,20976,3,Male,21,Non-Saudi Non-Arab,No reason to get out,Unemployed,No License
2097604,20976,4,Female,17,Non-Saudi Non-Arab,Yes,Student - Secondary School,No License
2097605,20976,5,Male,15,Non-Saudi Non-Arab,Yes,Student - Primary School,No License
2323601,23236,1,Male,34,Non-Saudi Arab,There is no reason to go out,Self-Employed (own business),Car Only
2323602,23236,2,Female,27,Non-Saudi Arab,There is no reason to go out,House Person,No License
2323603,23236,3,Female,10,Non-Saudi Arab,Yes,Student - Elementary School,No License
2323604,23236,4,Female,7,Non-Saudi Arab,Yes,Student - Elementary School,No License
2323605,23236,5,Female,5,Non-Saudi Arab,Yes,Child not at nursery,No License
2323606,23236,6,Male,1,Non-Saudi Arab,There is no reason to go out,Child not at nursery,No License
2081701,20817,1,Male,34,Non-Saudi Arab,Yes,Refused to Answer,Motorcycle Only
2198201,21982,1,Male,38,Saudi,Yes,Full Time Employed,Car Only
2198202,21982,2,Female,32,Saudi,Yes,House Person,No License
2198203,21982,3,Male,1,Saudi,no,Child not at nursery,No License
2198204,21982,4,Female,3,Saudi,no,Child not at nursery,No License
2316201,23162,1,Male,36,Saudi,Yes,Full Time Employed,Car Only
2316202,23162,2,Female,33,Non-Saudi Arab,Yes,House Person,No License
2316203,23162,3,Female,13,Saudi,Yes,Student - Primary School,No License
2316204,23162,4,Female,11,Saudi,Yes,Student - Elementary School,No License
2316205,23162,5,Male,9,Saudi,Yes,Student - Elementary School,No License
2316206,23162,6,Female,5,Saudi,Yes,Child at nursery,No License
2316207,23162,7,Female,2,Saudi,Yes,Child not at nursery,No License
2397801,23978,1,Male,36,Saudi,Yes,Full Time Employed,Car Only
2397802,23978,2,Female,34,Saudi,homework,Unemployed,No License
2397803,23978,3,Female,2,Saudi,no,Child not at nursery,No License
2434501,24345,1,Male,54,Saudi,Yes,Retired,Car Only
2434502,24345,2,Female,52,Saudi,nothing,House Person,No License
2434503,24345,3,Male,22,Saudi,Yes,Student - College: Full-Time (does not work),Car Only
2434504,24345,4,Female,20,Saudi,Yes,Student - University: Full-Time (does not work),No License
2311201,23112,1,Male,42,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2311202,23112,2,Female,37,Non-Saudi Arab,Yes,Full Time Employed,No License
2311203,23112,3,Male,4,Non-Saudi Arab,Yes,Student - Elementary School,No License
2311204,23112,4,Female,11,Non-Saudi Arab,Yes,Student - Elementary School,No License
2220001,22200,1,Male,46,Saudi,Yes,Unemployed,No License
2220002,22200,2,Female,40,Non-Saudi Arab,Yes,Unemployed,No License
2220003,22200,3,Female,12,Saudi,Yes,Student - Elementary School,No License
2220004,22200,4,Male,4,Saudi,no,Child not at nursery,No License
2220005,22200,5,Female,2,Saudi,no,Child not at nursery,No License
2068901,20689,1,Male,42,Saudi,Yes,Full Time Employed,Car Only
2068902,20689,2,Female,29,Saudi,Yes,House Person,No License
2068903,20689,3,Male,5,Saudi,Yes,Student - Elementary School,No License
2068904,20689,4,Female,11,Saudi,Yes,Student - Elementary School,No License
2065001,20650,1,Male,51,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2065002,20650,2,Female,34-44,Non-Saudi Arab,Housewife,House Person,No License
2065003,20650,3,Male,18,Non-Saudi Arab,Yes,Student - University: Full-Time (does not work),Car Only
2239101,22391,1,Male,53,Saudi,Yes,Full Time Employed,Car Only
2239102,22391,2,Female,43,Saudi,Yes,Unemployed,No License
2239103,22391,3,Female,20,Saudi,Yes,Student - University: Full-Time (does not work),No License
2239104,22391,4,Male,16,Saudi,Yes,Student - Secondary School,No License
2239105,22391,5,Male,15,Saudi,Yes,Student - Primary School,No License
2239106,22391,6,Female,13,Saudi,Yes,Student - Primary School,No License
2239107,22391,7,Male,10,Saudi,Yes,Student - Elementary School,No License
2057001,20570,1,Male,55,Non-Saudi Non-Arab,Yes,Full Time Employed,Car Only
2057002,20570,2,Male,33,Non-Saudi Non-Arab,Yes,Full Time Employed,Car Only
2057003,20570,3,Male,23,Non-Saudi Non-Arab,Yes,Full Time Employed,No License
2438301,24383,1,Male,28,Saudi,Yes,Full Time Employed,Car Only
2438302,24383,2,Female,27,Saudi,Yes,Full Time Employed,Car Only
2438303,24383,3,Male,2,Saudi,no,Child not at nursery,No License
2041201,20412,1,Male,26,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2421701,24217,1,Male,40,Saudi,Yes,Full Time Employed,Car Only
2421702,24217,2,Female,35,Saudi,Yes,Unemployed,No License
2421703,24217,3,Male,<=5,Saudi,child,Child not at nursery,No License
2245601,22456,1,Male,25-34,Saudi,Yes,Full Time Employed,Car Only
2245602,22456,2,Female,30,Saudi,Yes,Unemployed,No License
2245603,22456,3,Male,2,Saudi,no,Child not at nursery,No License
2081801,20818,1,Male,72,Saudi,Yes,Retired,Car Only
2081802,20818,2,Female,68,Saudi,Yes,House Person,No License
2434401,24344,1,Male,29,Saudi,Yes,Unemployed,Car Only
2434402,24344,2,Female,25,Saudi,Yes,House Person,No License
2317101,23171,1,Male,41,Saudi,Yes,Full Time Employed,Car Only
2317102,23171,2,Female,42,Non-Saudi Arab,nothing,Unemployed,No License
2317103,23171,3,Female,5,Saudi,A child is not in the nursery,Child not at nursery,No License
2317104,23171,4,Male,2,Saudi,child not in foster care,Child not at nursery,No License
2323701,23237,1,Male,39,Saudi,Yes,Full Time Employed,Car Only
2323702,23237,2,Female,28,Saudi,Yes,House Person,No License
2323703,23237,3,Male,5,Saudi,no,Child not at nursery,No License
2239201,22392,1,Male,39,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2239202,22392,2,Female,29,Non-Saudi Arab,Yes,Unemployed,No License
2239203,22392,3,Female,3,Non-Saudi Arab,no,Child not at nursery,No License
2397901,23979,1,Male,22,Saudi,Yes,Student - University: Full-Time (does not work),Car Only
2397902,23979,2,Male,26,Saudi,Yes,Full Time Employed,Car Only
2438401,24384,1,Female,38,Saudi,housewife,Unemployed,No License
2438402,24384,2,Male,23,Saudi,Yes,Unemployed,Car Only
2438403,24384,3,Female,22,Saudi,Yes,Student - University: Full-Time (does not work),No License
2249901,22499,1,Male,42,Saudi,Yes,Full Time Employed,Car Only
2249902,22499,2,Female,28,Saudi,Yes,Full Time Employed,Car Only
2215901,22159,1,Male,65,Saudi,Yes,Retired,Car Only
2215902,22159,2,Female,60,Saudi,Yes,Retired,No License
2215903,22159,3,Male,27,Saudi,Yes,Full Time Employed,Car Only
2215904,22159,4,Male,25,Saudi,Yes,Full Time Employed,Car Only
2215905,22159,5,Male,45,Non-Saudi Non-Arab,Yes,Full Time Employed,Car Only
2245701,22457,1,Male,25-34,Saudi,Yes,Full Time Employed,Car Only
2198301,21983,1,Male,62,Saudi,Yes,Retired,Car Only
2198302,21983,2,Female,55,Saudi,Yes,House Person,No License
2198303,21983,3,Female,23,Saudi,Yes,Student - University: Full-Time (does not work),Car Only
2198304,21983,4,Male,19,Saudi,Yes,Unemployed,Car Only
2198305,21983,5,Female,24,Saudi,Yes,Student - University: Full-Time (does not work),Car Only
2198306,21983,6,Female,25,Saudi,Yes,Student - University: Full-Time (does not work),Car Only
2198307,21983,7,Male,19,Saudi,sick,Unemployed,Car Only
2020101,20201,1,Male,55-64,Saudi,Yes,Retired,Car Only
2020102,20201,2,Female,45-54,Saudi,sick,House Person,No License
2020103,20201,3,Male,25-34,Saudi,Yes,Full Time Employed,Car Only
2020104,20201,4,Female,18-24,Saudi,Yes,Student - College: Full-Time (does not work),No License
2020105,20201,5,Female,18-24,Saudi,Yes,Student - College: Full-Time (does not work),No License
2109401,21094,1,Male,34,Saudi,Yes,Full Time Employed,Car Only
2109402,21094,2,Female,25,Saudi,childcare,House Person,No License
2109403,21094,3,Female,06-Nov,Saudi,Yes,Student - Elementary School,No License
2109404,21094,4,Female,4,Saudi,no,Child not at nursery,No License
2109405,21094,5,Female,2,Saudi,no,Child not at nursery,No License
2148501,21485,1,Male,68,Saudi,Yes,Retired,Car Only
2148502,21485,2,Female,54,Saudi,Yes,House Person,No License
2438501,24385,1,Male,40,Saudi,Yes,Full Time Employed,Car Only
2438502,24385,2,Female,38,Saudi,housewife,Unemployed,No License
2000801,20008,1,Male,36,Saudi,Yes,Full Time Employed,Motorcycle Only
2000802,20008,2,Female,30,Saudi,Yes,Full Time Employed,No License
2000803,20008,3,Male,40,Non-Saudi Non-Arab,Yes,Full Time Employed,Car Only
2000804,20008,4,Male,10,Saudi,Yes,Student - Elementary School,No License
2000805,20008,5,Male,3,Saudi,no,Child not at nursery,No License
2434601,24346,1,Male,26,Non-Saudi Arab,Yes,Refused to Answer,No License
2065101,20651,1,Male,56,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2065102,20651,2,Female,25-34,Non-Saudi Arab,Yes,House Person,No License
2065103,20651,3,Male,23,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2317201,23172,1,Female,64,Saudi,nothing,Retired,No License
2317202,23172,2,Female,47,Saudi,Yes,Full Time Employed,No License
2317203,23172,3,Male,36,Saudi,nothing,Unemployed,Car Only
2317204,23172,4,Male,33,Saudi,Yes,Full Time Employed,Car Only
2317205,23172,5,Male,27,Saudi,Yes,Full Time Employed,Car Only
2033901,20339,1,Female,25,Saudi,Yes,Unemployed,Car Only
2033902,20339,2,Female,23,Saudi,staying at home,Unemployed,No License
2033903,20339,3,Female,55-64,Saudi,Home Errands,Retired,No License
2033904,20339,4,Male,55-64,Saudi,Yes,Retired,Car Only
2081901,20819,1,Male,50,Saudi,Yes,Retired,Car Only
2030301,20303,1,Male,54,Non-Saudi Arab,Yes,Full Time Employed,No License
2245801,22458,1,Male,42,Non-Saudi Non-Arab,Yes,Full Time Employed,Car Only
2245802,22458,2,Female,30,Non-Saudi Non-Arab,Yes,Unemployed,No License
2245803,22458,3,Male,9,Non-Saudi Non-Arab,Yes,Student - Elementary School,No License
2245804,22458,4,Male,4,Non-Saudi Non-Arab,Yes,Child not at nursery,No License
2148701,21487,1,Male,65-74,Saudi,Yes,House Person,Car Only
2337301,23373,1,Male,45,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2337302,23373,2,Female,30,Non-Saudi Arab,sick,House Person,No License
2337303,23373,3,Female,65-74,Non-Saudi Arab,housewife,Unemployed,No License
2337304,23373,4,Male,10,Non-Saudi Arab,Yes,Student - Elementary School,No License
2337305,23373,5,Female,5,Non-Saudi Arab,with her mother,Child not at nursery,No License
2337306,23373,6,Female,3,Non-Saudi Arab,no,Child not at nursery,No License
2198401,21984,1,Male,40,Non-Saudi Non-Arab,Yes,Full Time Employed,Car Only
2198402,21984,2,Male,30,Non-Saudi Non-Arab,Yes,Self-Employed (own business),Car Only
2198403,21984,3,Male,37,Non-Saudi Non-Arab,Yes,Self-Employed (own business),No License
2434701,24347,1,Male,38,Non-Saudi Non-Arab,Yes,Refused to Answer,No License
2020201,20202,1,Male,55-64,Saudi,Yes,Retired,Car Only
2020202,20202,2,Female,45-54,Saudi,Yes,Full Time Employed,Car Only
2020203,20202,3,Female,25-34,Saudi,Yes,Full Time Employed,Car Only
2020204,20202,4,Female,18-24,Saudi,does not work,Unemployed,Car Only
2020205,20202,5,Male,18-24,Saudi,Yes,Full Time Employed,Car Only
2020206,20202,6,Male,Dec-15,Saudi,Yes,Student - Primary School,No License
2060601,20606,1,Male,25,Non-Saudi Non-Arab,Yes,Full Time Employed,No License
2060602,20606,2,Male,41,Non-Saudi Non-Arab,Yes,Full Time Employed,No License
2065201,20652,1,Male,33,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2065202,20652,2,Male,30,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2065203,20652,3,Male,23,Non-Saudi Arab,illness,Unemployed,No License
2216001,22160,1,Male,42,Saudi,Yes,Full Time Employed,Car Only
2216002,22160,2,Female,38,Saudi,Yes,Full Time Employed,Car Only
2216003,22160,3,Male,12,Saudi,Yes,Student - Elementary School,No License
2216004,22160,4,Male,8,Saudi,Yes,Student - Elementary School,No License
2216005,22160,5,Male,2,Saudi,child,Child not at nursery,No License
2069001,20690,1,Male,32,Non-Saudi Non-Arab,Yes,Full Time Employed,No License
2323901,23239,1,Male,44,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2323902,23239,2,Female,41,Non-Saudi Arab,No need to go out,House Person,No License
2323903,23239,3,Female,63,Saudi,Don't want to go out,House Person,No License
2323904,23239,4,Male,18,Non-Saudi Arab,Yes,Unemployed,No License
2323905,23239,5,Male,15,Non-Saudi Arab,Yes,Student - Primary School,No License
2323906,23239,6,Male,12,Non-Saudi Arab,Yes,Student - Elementary School,No License
2323907,23239,7,Female,3,Non-Saudi Arab,no,Child not at nursery,No License
2030401,20304,1,Male,48,Non-Saudi Non-Arab,Yes,Full Time Employed,Car Only
2030402,20304,2,Female,38,Non-Saudi Non-Arab,Yes,Unemployed,No License
2030403,20304,3,Female,4,Non-Saudi Non-Arab,Yes,Child not at nursery,No License
2130501,21305,1,Male,34,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2130502,21305,2,Female,27,Non-Saudi Arab,Yes,House Person,No License
2130503,21305,3,Female,5,Non-Saudi Arab,Yes,Child at nursery,No License
2130504,21305,4,Male,3,Non-Saudi Arab,Yes,Child not at nursery,No License
2239401,22394,1,Male,36,Saudi,Yes,Full Time Employed,Car Only
2239402,22394,2,Female,29,Saudi,Yes,Full Time Employed,Car Only
2239403,22394,3,Male,3,Saudi,sick,Child not at nursery,No License
2097701,20977,1,Male,51,Saudi,Yes,Full Time Employed,No License
2097702,20977,2,Female,45,Saudi,There is no reason to go out,House Person,No License
2097703,20977,3,Female,16-17,Saudi,Yes,Student - Secondary School,No License
2097704,20977,4,Male,15,Saudi,Yes,Student - Primary School,No License
2097705,20977,5,Female,11,Saudi,Yes,Student - Elementary School,No License
2097706,20977,6,Female,5,Saudi,no,Child not at nursery,No License
2245901,22459,1,Female,41,Saudi,Don't want to go out,Unemployed,No License
2245902,22459,2,Female,24,Saudi,Yes,Unemployed,Car Only
2245903,22459,3,Male,18,Saudi,Yes,Unemployed,No License
2198501,21985,1,Male,63,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2000901,20009,1,Male,62,Saudi,Yes,Retired,Car Only
2000902,20009,2,Female,40,Saudi,Yes,Unemployed,Car Only
2000903,20009,3,Male,30,Non-Saudi Non-Arab,Yes,Full Time Employed,Car Only
2000904,20009,4,Male,11,Saudi,Yes,Student - Elementary School,No License
2060201,20602,1,Male,30,Saudi,Yes,Full Time Employed,Car Only
2060202,20602,2,Female,29,Saudi,housewife,Unemployed,No License
2060203,20602,3,Male,<=5,Saudi,infant,Child not at nursery,No License
2041401,20414,1,Male,34,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2041402,20414,2,Female,34,Non-Saudi Arab,Yes,House Person,No License
2081301,20813,1,Male,48,Saudi,Yes,Retired,Car Only
2081302,20813,2,Female,35,Saudi,Yes,House Person,No License
2081303,20813,3,Male,19,Saudi,Yes,Student - University: Full-Time (does not work),Car Only
2081304,20813,4,Female,21,Saudi,Yes,Student - University: Full-Time (does not work),No License
2081305,20813,5,Male,13,Saudi,Yes,Student - Primary School,No License
2020301,20203,1,Male,65-74,Saudi,Yes,Retired,Car Only
2020302,20203,2,Female,45-54,Saudi,Yes,House Person,No License
2020303,20203,3,Female,25-34,Saudi,Yes,Full Time Employed,No License
2020304,20203,4,Female,18-24,Saudi,Unemployed,Unemployed,Car Only
2226201,22262,1,Female,25-34,Non-Saudi Arab,Yes,Unemployed,Car Only
2226202,22262,2,Male,06-Nov,Non-Saudi Arab,Yes,Student - Elementary School,No License
2430401,24304,1,Male,34,Saudi,Yes,Full Time Employed,Car Only
2430402,24304,2,Female,29,Saudi,no job,Unemployed,No License
2430403,24304,3,Female,4,Saudi,nothing,Child not at nursery,No License
2430404,24304,4,Female,2,Saudi,nothing,Child not at nursery,No License
2057101,20571,1,Male,45,Non-Saudi Arab,Yes,Full Time Employed,Motorcycle Only
2057102,20571,2,Female,42,Non-Saudi Arab,do not want,House Person,No License
2057103,20571,3,Female,11,Non-Saudi Arab,Yes,Student - Elementary School,No License
2057104,20571,4,Male,9,Non-Saudi Arab,Yes,Student - Elementary School,No License
2057105,20571,5,Male,9,Non-Saudi Arab,Yes,Student - Elementary School,No License
2060301,20603,1,Male,25-34,Non-Saudi Non-Arab,Yes,Full Time Employed,Light Goods Vehicle
2217401,22174,1,Female,64,Saudi,Yes,House Person,No License
2217402,22174,2,Female,27,Saudi,Yes,Full Time Employed,Car Only
2217403,22174,3,Female,22,Saudi,Yes,Student - University: Full-Time (does not work),No License
2217404,22174,4,Male,40,Non-Saudi Non-Arab,Yes,Full Time Employed,Car Only
2220101,22201,1,Male,48,Saudi,Yes,Retired,Car Only
2220102,22201,2,Female,25,Saudi,Yes,Full Time Employed,Car Only
2220103,22201,3,Female,22,Saudi,Yes,Student - University: Full-Time (does not work),Car Only
2220104,22201,4,Female,16,Saudi,Yes,Student - Secondary School,No License
